run1,,Baseline 100%T,,GaAs,,
eV,Abs,eV,%T,eV,%T,
3.729157686,-0.03366353363,3.729157686,108.0787888,3.729157686,0.002522146795,
3.729338646,-0.03361370414,3.729338646,108.0859222,3.729338646,0.002502430929,
3.729519844,-0.03373683244,3.729519844,108.0468979,3.729519844,0.002537207678,
3.729700804,-0.0337109156,3.729700804,108.0756226,3.729700804,0.002330748597,
3.729881763,-0.03373812512,3.729881763,108.0639038,3.729881763,0.002435160102,
3.730062723,-0.03373204172,3.730062723,108.0693207,3.730062723,0.002306794748,
3.730243921,-0.03384177387,3.730243921,108.0658569,3.730243921,0.002417797456,
3.730424881,-0.03371858224,3.730424881,108.0580978,3.730424881,0.00253337156,
3.730605841,-0.03372777998,3.730605841,108.092186,3.730605841,0.002509103622,
3.7307868,-0.03376044706,3.7307868,108.0627823,3.7307868,0.002463393612,
3.730967999,-0.03375283256,3.730967999,108.0478897,3.730967999,0.002324745059,
3.73114872,-0.03375910595,3.73114872,108.0607681,3.73114872,0.002302298788,
3.731329918,-0.03372241184,3.731329918,108.0501709,3.731329918,0.002278894186,
3.731510878,-0.03367939219,3.731510878,108.0921783,3.731510878,0.002486805432,
3.731692076,-0.03368202969,3.731692076,108.0834961,3.731692076,0.00254029897,
3.731872797,-0.03364978358,3.731872797,108.040741,3.731872797,0.002351549687,
3.732053995,-0.03372590989,3.732053995,108.1029739,3.732053995,0.002386924811,
3.732234955,-0.03368102387,3.732234955,108.0696335,3.732234955,0.002474016044,
3.732415915,-0.03368926421,3.732415915,108.0773468,3.732415915,0.002464483492,
3.732596874,-0.03376949951,3.732596874,108.0880127,3.732596874,0.002355410485,
3.732778072,-0.03377088904,3.732778072,108.0654755,3.732778072,0.002546143252,
3.732959032,-0.03371426836,3.732959032,108.0481186,3.732959032,0.002563552232,
3.733139992,-0.03375326097,3.733139992,108.0806885,3.733139992,0.00230881921,
3.733320951,-0.03383569047,3.733320951,108.0841675,3.733320951,0.00234558247,
3.73350215,-0.03370329738,3.73350215,108.0777969,3.73350215,0.002404026687,
3.733683109,-0.03369860351,3.733683109,108.0708237,3.733683109,0.002415358555,
3.733864069,-0.03379598632,3.733864069,108.0375671,3.733864069,0.002316428348,
3.734045267,-0.03359933197,3.734045267,108.0690536,3.734045267,0.002364446409,
3.734226227,-0.03370377794,3.734226227,108.0807953,3.734226227,0.002336580539,
3.734407187,-0.03369965777,3.734407187,108.0650482,3.734407187,0.002453717403,
3.734588146,-0.03369946778,3.734588146,108.0860596,3.734588146,0.002437888179,
3.734769344,-0.03382017463,3.734769344,108.0581284,3.734769344,0.002388978377,
3.734950304,-0.03368485346,3.734950304,108.0861664,3.734950304,0.002313241828,
3.735131264,-0.03367009759,3.735131264,108.0724258,3.735131264,0.002400998259,
3.735312223,-0.03366487846,3.735312223,108.0808411,3.735312223,0.00233991025,
3.735493422,-0.03370535746,3.735493422,108.0487823,3.735493422,0.002238331363,
3.735674143,-0.03370497748,3.735674143,108.0808487,3.735674143,0.002523230854,
3.735855341,-0.03369434178,3.735855341,108.0547333,3.735855341,0.00250217109,
3.736036301,-0.03370833024,3.736036301,108.0880051,3.736036301,0.002434158465,
3.736217499,-0.03372979164,3.736217499,108.0921173,3.736217499,0.002342290012,
3.73639822,-0.03371556476,3.73639822,108.0672607,3.73639822,0.002384549472,
3.736579418,-0.03363052383,3.736579418,108.0680237,3.736579418,0.002457687166,
3.736760378,-0.03379790485,3.736760378,108.0722351,3.736760378,0.002560634864,
3.736941338,-0.03368490189,3.736941338,108.0769501,3.736941338,0.002420761622,
3.737122297,-0.03378114104,3.737122297,108.0631485,3.737122297,0.002539556939,
3.737303495,-0.03376173973,3.737303495,108.0682602,3.737303495,0.002405409003,
3.737484455,-0.033827167,3.737484455,108.0709229,3.737484455,0.00253246678,
3.737665415,-0.03370655701,3.737665415,108.0594635,3.737665415,0.002471569926,
3.737846375,-0.03381586447,3.737846375,108.0946808,3.737846375,0.00242865528,
3.738027573,-0.03385154158,3.738027573,108.0519104,3.738027573,0.00231682905,
3.738208532,-0.03377189487,3.738208532,108.0755234,3.738208532,0.002449327847,
3.738389492,-0.03375929967,3.738389492,108.0534363,3.738389492,0.002384884516,
3.73857069,-0.03374320269,3.73857069,108.0760956,3.73857069,0.002414035145,
3.73875165,-0.03369841352,3.73875165,108.0789108,3.73875165,0.00241186237,
3.73893261,-0.03362865373,3.73893261,108.0829391,3.73893261,0.00250280695,
3.739113569,-0.03379866853,3.739113569,108.0808868,3.739113569,0.002399341203,
3.739294767,-0.03371134773,3.739294767,108.0579987,3.739294767,0.002455822425,
3.739475727,-0.03375791013,3.739475727,108.0743942,3.739475727,0.002301440341,
3.739656687,-0.03368796781,3.739656687,108.0812073,3.739656687,0.002253811806,
3.739837646,-0.03380911052,3.739837646,108.1096191,3.739837646,0.002249086509,
3.740018845,-0.03379100561,3.740018845,108.0742722,3.740018845,0.002506088,
3.740199566,-0.03376710415,3.740199566,108.0721588,3.740199566,0.00252259383,
3.740380764,-0.03365735337,3.740380764,108.0625076,3.740380764,0.002345821587,
3.740561724,-0.03369386122,3.740561724,108.0516815,3.740561724,0.002418279648,
3.740742922,-0.03373103589,3.740742922,108.0313187,3.740742922,0.002301204251,
3.740923643,-0.03382491693,3.740923643,108.0460052,3.740923643,0.002386651235,
3.741104841,-0.03359013051,3.741104841,108.0790863,3.741104841,0.002227443503,
3.741285801,-0.03377275914,3.741285801,108.0550461,3.741285801,0.002449877793,
3.741466761,-0.03374157473,3.741466761,108.0868225,3.741466761,0.002357494086,
3.74164772,-0.03370971978,3.74164772,108.07164,3.74164772,0.002600540873,
3.741828918,-0.03371513262,3.741828918,108.0786972,3.741828918,0.002399396384,
3.742009878,-0.03368907049,3.742009878,108.0750732,3.742009878,0.002471967367,
3.742190838,-0.03370124102,3.742190838,108.0855026,3.742190838,0.002510342514,
3.742371798,-0.03370502219,3.742371798,108.0473175,3.742371798,0.002320836298,
3.742552996,-0.03381619975,3.742552996,108.103096,3.742552996,0.002424876206,
3.742733955,-0.03372701257,3.742733955,108.0940857,3.742733955,0.00228785933,
3.742914915,-0.03367786109,3.742914915,108.0674515,3.742914915,0.002412428614,
3.743096113,-0.03373103589,3.743096113,108.0569382,3.743096113,0.002384023974,
3.743277073,-0.03371196985,3.743277073,108.0697327,3.743277073,0.00235473807,
3.743458033,-0.03370401636,3.743458033,108.0835114,3.743458033,0.002383496379,
3.743638992,-0.03369826823,3.743638992,108.0689926,3.743638992,0.002370637143,
3.74382019,-0.03370138258,3.74382019,108.0666504,3.74382019,0.002386916894,
3.74400115,-0.03374938294,3.74400115,108.0391388,3.74400115,0.002510608174,
3.74418211,-0.03375647217,3.74418211,108.0850449,3.74418211,0.002422803547,
3.74436307,-0.03376437351,3.74436307,108.0737152,3.74436307,0.002349563409,
3.744544268,-0.03360052779,3.744544268,108.0800171,3.744544268,0.002434364287,
3.744724989,-0.03366756067,3.744724989,108.0942764,3.744724989,0.002298949054,
3.744906187,-0.0336249657,3.744906187,108.083519,3.744906187,0.002421099693,
3.745087147,-0.03363819048,3.745087147,108.0692902,3.745087147,0.002408337779,
3.745268345,-0.03379694372,3.745268345,108.0746155,3.745268345,0.002376583405,
3.745449066,-0.03373668715,3.745449066,108.0620041,3.745449066,0.002407832304,
3.745630264,-0.03367618471,3.745630264,108.0744858,3.745630264,0.00234877388,
3.745811224,-0.03373304754,3.745811224,108.0543137,3.745811224,0.00232886197,
3.745992184,-0.03360819444,3.745992184,108.0523987,3.745992184,0.00234177988,
3.746173143,-0.03374545276,3.746173143,108.0656662,3.746173143,0.002431726083,
3.746354342,-0.03374104574,3.746354342,108.0965729,3.746354342,0.002384325257,
3.746535301,-0.033721935,3.746535301,108.0577698,3.746535301,0.002292495919,
3.746716261,-0.03368854523,3.746716261,108.0614319,3.746716261,0.002453607041,
3.746897221,-0.03375925124,3.746897221,108.0812683,3.746897221,0.002444342943,
3.747078419,-0.03379637003,3.747078419,108.0585022,3.747078419,0.00226903311,
3.747259378,-0.03368451819,3.747259378,108.0656433,3.747259378,0.002328923903,
3.747440338,-0.03366995603,3.747440338,108.0663681,3.747440338,0.002427146072,
3.747621536,-0.03375623375,3.747621536,108.0759201,3.747621536,0.002450903179,
3.747802496,-0.03369218484,3.747802496,108.0999146,3.747802496,0.002359126229,
3.747983456,-0.03381466493,3.747983456,108.0912476,3.747983456,0.002451284556,
3.748164415,-0.033655487,3.748164415,108.0509415,3.748164415,0.002462881384,
3.748345613,-0.03371110931,3.748345613,108.0851212,3.748345613,0.002364895307,
3.748526573,-0.03378137946,3.748526573,108.077095,3.748526573,0.002307796851,
3.748707533,-0.03380863369,3.748707533,108.0780258,3.748707533,0.002384712454,
3.748888493,-0.03373189643,3.748888493,108.0368958,3.748888493,0.002354086144,
3.749069691,-0.03369022161,3.749069691,108.0471191,3.749069691,0.002344513778,
3.749250412,-0.03367215768,3.749250412,108.0697174,3.749250412,0.002427179366,
3.74943161,-0.03372653201,3.74943161,108.052002,3.74943161,0.002319230465,
3.74961257,-0.03369443491,3.74961257,108.080658,3.74961257,0.002444061916,
3.749793768,-0.03374104574,3.749793768,108.0743179,3.749793768,0.002300441964,
3.749974489,-0.03375479579,3.749974489,108.0485916,3.749974489,0.002323444467,
3.750155687,-0.03369573131,3.750155687,108.0713043,3.750155687,0.002529539866,
3.750336647,-0.03369683027,3.750336647,108.0940094,3.750336647,0.002257507993,
3.750517607,-0.03363167495,3.750517607,108.0619812,3.750517607,0.002276540734,
3.750698566,-0.03375460207,3.750698566,108.0673218,3.750698566,0.002303120214,
3.750879765,-0.03364782035,3.750879765,108.0567856,3.750879765,0.002327515977,
3.751060724,-0.03369429335,3.751060724,108.0887756,3.751060724,0.002313408535,
3.751241684,-0.03370622173,3.751241684,108.070282,3.751241684,0.00216763583,
3.751422644,-0.03367963433,3.751422644,108.0758667,3.751422644,0.00231125881,
3.751603842,-0.0336448513,3.751603842,108.0652924,3.751603842,0.002525351709,
3.751784801,-0.03366483003,3.751784801,108.0789948,3.751784801,0.002335379831,
3.751965761,-0.03379608318,3.751965761,108.0718307,3.751965761,0.002364211017,
3.752146959,-0.03371815011,3.752146959,108.0571442,3.752146959,0.002350327093,
3.752327919,-0.03367436305,3.752327919,108.0645676,3.752327919,0.002395261079,
3.752508879,-0.03369027004,3.752508879,108.0796814,3.752508879,0.002405205742,
3.752689838,-0.0337700285,3.752689838,108.0712204,3.752689838,0.002452316461,
3.752871037,-0.03366976231,3.752871037,108.0857239,3.752871037,0.002648428082,
3.753051996,-0.03366276994,3.753051996,108.0720215,3.753051996,0.002476871945,
3.753232956,-0.03373865411,3.753232956,108.0735779,3.753232956,0.002478257054,
3.753413916,-0.03372092918,3.753413916,108.0672531,3.753413916,0.002272870624,
3.753595114,-0.03368657827,3.753595114,108.0613022,3.753595114,0.002354711061,
3.753775835,-0.0337126404,3.753775835,108.0848923,3.753775835,0.002498283517,
3.753957033,-0.03371647373,3.753957033,108.0785904,3.753957033,0.002443416743,
3.754137993,-0.033701621,3.754137993,108.1046906,3.754137993,0.002431771252,
3.754319191,-0.03375953808,3.754319191,108.0414658,3.754319191,0.002513550455,
3.754499912,-0.03372931108,3.754499912,108.0883179,3.754499912,0.002335774945,
3.75468111,-0.03367565572,3.75468111,108.092392,3.75468111,0.002433038782,
3.75486207,-0.03369501233,3.75486207,108.0642319,3.75486207,0.002438335214,
3.75504303,-0.03376437351,3.75504303,108.0718765,3.75504303,0.002469893312,
3.755223989,-0.03385293111,3.755223989,108.1013794,3.755223989,0.002424870618,
3.755405188,-0.03366703168,3.755405188,108.0739365,3.755405188,0.002345662797,
3.755586147,-0.03382098675,3.755586147,108.082283,3.755586147,0.002299702726,
3.755767107,-0.03381893039,3.755767107,108.0523605,3.755767107,0.002150901593,
3.755948067,-0.03373209015,3.755948067,108.074234,3.755948067,0.002331979573,
3.756129265,-0.03380015492,3.756129265,108.0566559,3.756129265,0.002434761263,
3.756310225,-0.0338037461,3.756310225,108.0732956,3.756310225,0.0023541064,
3.756491184,-0.03370061517,3.756491184,108.0810699,3.756491184,0.002446068218,
3.756672382,-0.03385202214,3.756672382,108.076622,3.756672382,0.002336775186,
3.756853342,-0.03373486921,3.756853342,108.0797043,3.756853342,0.002271830104,
3.757034302,-0.03376753628,3.757034302,108.0528488,3.757034302,0.002343002474,
3.757215261,-0.03377591819,3.757215261,108.0812302,3.757215261,0.002306958195,
3.75739646,-0.0337892361,3.75739646,108.050621,3.75739646,0.0024188885,
3.757577419,-0.03371891752,3.757577419,108.0454483,3.757577419,0.002296396066,
3.757758379,-0.03373333439,3.757758379,108.0576782,3.757758379,0.002309784293,
3.757939339,-0.03389995545,3.757939339,108.0559387,3.757939339,0.002283845562,
3.758120537,-0.03399499878,3.758120537,108.065094,3.758120537,0.002392182359,
3.758301258,-0.0339521952,3.758301258,108.0725708,3.758301258,0.00238552643,
3.758482456,-0.0339776203,3.758482456,108.0819473,3.758482456,0.002434463473,
3.758663416,-0.03394348174,3.758663416,108.0294724,3.758663416,0.002393050119,
3.758844614,-0.03399432823,3.758844614,108.0592651,3.758844614,0.002473237459,
3.759025335,-0.03404181451,3.759025335,108.0655594,3.759025335,0.002370303031,
3.759206533,-0.03404803947,3.759206533,108.077095,3.759206533,0.002347156871,
3.759387493,-0.03400117159,3.759387493,108.0578537,3.759387493,0.002343544038,
3.759568453,-0.03406838328,3.759568453,108.0713501,3.759568453,0.002461101161,
3.759749413,-0.0340795815,3.759749413,108.0701675,3.759749413,0.002321586944,
3.759930611,-0.03410188854,3.759930611,108.0611267,3.759930611,0.00240691076,
3.76011157,-0.03394984826,3.76011157,108.0614548,3.76011157,0.002267717617,
3.76029253,-0.03401510417,3.76029253,108.0756531,3.76029253,0.002397524193,
3.76047349,-0.03395880386,3.76047349,108.0697556,3.76047349,0.002384543885,
3.760654688,-0.03400279954,3.760654688,108.0713043,3.760654688,0.002283261158,
3.760835648,-0.03399341926,3.760835648,108.0654297,3.760835648,0.002364770742,
3.761016607,-0.03406919539,3.761016607,108.0792389,3.761016607,0.002309718868,
3.761197805,-0.03396469355,3.761197805,108.1248779,3.761197805,0.002314956859,
3.761378765,-0.03399844468,3.761378765,108.1296768,3.761378765,0.002398229204,
3.761559725,-0.03405770659,3.761559725,108.1433563,3.761559725,0.002342196647,
3.761740685,-0.03407072648,3.761740685,108.1577454,3.761740685,0.002494019223,
3.761921883,-0.03395482898,3.761921883,108.1130142,3.761921883,0.002342763357,
3.762102842,-0.03401328623,3.762102842,108.144043,3.762102842,0.002285153372,
3.762283802,-0.03406129777,3.762283802,108.1418533,3.762283802,0.00249768584,
3.762464762,-0.03403597698,3.762464762,108.1557159,3.762464762,0.002550471108,
3.76264596,-0.03401716426,3.76264596,108.1256409,3.76264596,0.002375441603,
3.762826681,-0.03408695385,3.762826681,108.1387482,3.762826681,0.002305940725,
3.763007879,-0.0340423435,3.763007879,108.1267471,3.763007879,0.002336926525,
3.763188839,-0.03384479135,3.763188839,108.1426849,3.763188839,0.00238738698,
3.763370037,-0.03410849348,3.763370037,108.1202011,3.763370037,0.002410472836,
3.763550758,-0.0340247266,3.763550758,108.1406708,3.763550758,0.00228670449,
3.763731956,-0.03397565708,3.763731956,108.1354828,3.763731956,0.002445196966,
3.763912916,-0.03394094482,3.763912916,108.1562042,3.763912916,0.002637792844,
3.764093876,-0.03410423175,3.764093876,108.1604843,3.764093876,0.002466125181,
3.764274836,-0.03413108364,3.764274836,108.1615067,3.764274836,0.002448515035,
3.764456034,-0.03394123167,3.764456034,108.1543198,3.764456034,0.002402985701,
3.764636993,-0.03399131075,3.764636993,108.1332932,3.764636993,0.002478945535,
3.764817953,-0.03411241621,3.764817953,108.1485291,3.764817953,0.002330835443,
3.764998913,-0.03409111872,3.764998913,108.1492081,3.764998913,0.002590026008,
3.765180111,-0.03400820866,3.765180111,108.1448517,3.765180111,0.002494733315,
3.765361071,-0.03398197517,3.765361071,108.1591873,3.765361071,0.002338873688,
3.76554203,-0.03406531736,3.76554203,108.1313934,3.76554203,0.002178017981,
3.765723228,-0.03404502198,3.765723228,108.127121,3.765723228,0.002215995919,
3.765904188,-0.03402683139,3.765904188,108.1421051,3.765904188,0.002497195499,
3.766085148,-0.03402195126,3.766085148,108.1317749,3.766085148,0.002242234768,
3.766266108,-0.03407407925,3.766266108,108.1285477,3.766266108,0.002539354376,
3.766447306,-0.03397402912,3.766447306,108.1331024,3.766447306,0.002541500377,
3.766628265,-0.03407594562,3.766628265,108.1773987,3.766628265,0.00254553277,
3.766809225,-0.0340180248,3.766809225,108.1594315,3.766809225,0.002298298292,
3.766990185,-0.03411088511,3.766990185,108.1539764,3.766990185,0.002325781155,
3.767171383,-0.03397254273,3.767171383,108.1442947,3.767171383,0.002493612934,
3.767352104,-0.03400246426,3.767352104,108.1375961,3.767352104,0.002433271846,
3.767533302,-0.03405660763,3.767533302,108.1649399,3.767533302,0.002410426037,
3.767714262,-0.03401151299,3.767714262,108.1523895,3.767714262,0.002394685987,
3.76789546,-0.0339994505,3.76789546,108.1484222,3.76789546,0.002346086316,
3.768076181,-0.03397479281,3.768076181,108.1406555,3.768076181,0.002577548614,
3.76825738,-0.03406823799,3.76825738,108.1496124,3.76825738,0.002243792871,
3.768438339,-0.03400112689,3.768438339,108.1560516,3.768438339,0.002467827406,
3.768619299,-0.03404708207,3.768619299,108.1423035,3.768619299,0.002479990246,
3.768800259,-0.03400801867,3.768800259,108.1491318,3.768800259,0.002405275125,
3.768981457,-0.03401041403,3.768981457,108.1408157,3.768981457,0.002375902841,
3.769162416,-0.03411088511,3.769162416,108.1382599,3.769162416,0.002268249402,
3.769343376,-0.03410858661,3.769343376,108.1376038,3.769343376,0.002378723118,
3.769524336,-0.03406852484,3.769524336,108.1538086,3.769524336,0.00234967703,
3.769705534,-0.03413280472,3.769705534,108.1551895,3.769705534,0.002404736122,
3.769886494,-0.03407824412,3.769886494,108.1278076,3.769886494,0.002480342751,
3.770067453,-0.0341321826,3.770067453,108.1396255,3.770067453,0.002372389426,
3.770248652,-0.0340924114,3.770248652,108.1576385,3.770248652,0.002259512432,
3.770429611,-0.03401869535,3.770429611,108.1546097,3.770429611,0.00239782827,
3.770610571,-0.03404708207,3.770610571,108.1287231,3.770610571,0.00242250436,
3.770791531,-0.03406584635,3.770791531,108.1408157,3.770791531,0.002373107243,
3.770972729,-0.03398365155,3.770972729,108.1540833,3.770972729,0.002362463856,
3.771153688,-0.03402946517,3.771153688,108.1518326,3.771153688,0.00234555034,
3.771334648,-0.03398657218,3.771334648,108.1553192,3.771334648,0.002376498422,
3.771515608,-0.0341219902,3.771515608,108.136795,3.771515608,0.002366554923,
3.771696806,-0.03399643302,3.771696806,108.1517105,3.771696806,0.002275764477,
3.771877527,-0.03403678909,3.771877527,108.1359711,3.771877527,0.002381758532,
3.772058725,-0.0340466015,3.772058725,108.1246033,3.772058725,0.002364457119,
3.772239685,-0.03409451619,3.772239685,108.1514587,3.772239685,0.002457309281,
3.772420883,-0.03404152766,3.772420883,108.1410294,3.772420883,0.002327047288,
3.772601604,-0.03398762643,3.772601604,108.1443329,3.772601604,0.002334563294,
3.772782803,-0.03402817249,3.772782803,108.1632614,3.772782803,0.002285020892,
3.772963762,-0.03406278044,3.772963762,108.1445236,3.772963762,0.002363907406,
3.773144722,-0.03397599235,3.773144722,108.1365128,3.773144722,0.002374850912,
3.773325682,-0.03409638256,3.773325682,108.1324234,3.773325682,0.002436930779,
3.77350688,-0.03401247039,3.77350688,108.1416397,3.77350688,0.0024364118,
3.77368784,-0.03407795355,3.77368784,108.1737061,3.77368784,0.002570195356,
3.773868799,-0.03404990584,3.773868799,108.1620941,3.773868799,0.002534914063,
3.774049759,-0.03394616395,3.774049759,108.1610413,3.774049759,0.002569892909,
3.774230957,-0.03407651931,3.774230957,108.1310043,3.774230957,0.002389147179,
3.774412155,-0.0340767093,3.774412155,108.1302414,3.774412155,0.002575294347,
3.774592876,-0.03413385898,3.774592876,108.1143875,3.774592876,0.002433650196,
3.774774075,-0.03406948224,3.774774075,108.1594238,3.774774075,0.002395592164,
3.774955034,-0.03411911801,3.774955034,108.1496353,3.774955034,0.002440672601,
3.775135994,-0.03395789489,3.775135994,108.1577301,3.775135994,0.002482405165,
3.775316954,-0.03397833556,3.775316954,108.1726532,3.775316954,0.002420008881,
3.775498152,-0.03409116715,3.775498152,108.1454391,3.775498152,0.002378284698,
3.775679111,-0.03403406218,3.775679111,108.1411133,3.775679111,0.002504675183,
3.775860071,-0.03403109312,3.775860071,108.1335907,3.775860071,0.002337486716,
3.776041031,-0.03403166682,3.776041031,108.1780548,3.776041031,0.002369455528,
3.776222229,-0.03418750316,3.776222229,108.1454773,3.776222229,0.00242440775,
3.77640295,-0.03408073261,3.77640295,108.1394806,3.77640295,0.002325005597,
3.776584148,-0.03398293257,3.776584148,108.1551895,3.776584148,0.002439233242,
3.776765108,-0.0340218544,3.776765108,108.1416855,3.776765108,0.002344061388,
3.776946306,-0.03406302258,3.776946306,108.1669769,3.776946306,0.002395499265,
3.777127028,-0.03399648145,3.777127028,108.1429749,3.777127028,0.002343326807,
3.777308226,-0.03408671543,3.777308226,108.1715317,3.777308226,0.002443888923,
3.777489185,-0.03402793407,3.777489185,108.1271057,3.777489185,0.00237643416,
3.777670145,-0.03413476795,3.777670145,108.156601,3.777670145,0.002439975739,
3.777851105,-0.03406493738,3.777851105,108.1684799,3.777851105,0.002277158201,
3.778032303,-0.03409111872,3.778032303,108.1431503,3.778032303,0.002338055056,
3.778213263,-0.03404305875,3.778213263,108.1505508,3.778213263,0.002416623523,
3.778394222,-0.03397972509,3.778394222,108.1398163,3.778394222,0.002412407426,
3.778575182,-0.03407666087,3.778575182,108.115448,3.778575182,0.002427450847,
3.77875638,-0.03409298509,3.77875638,108.1421814,3.77875638,0.00242281449,
3.778937578,-0.03401453048,3.778937578,108.12957,3.778937578,0.002388346475,
3.779118299,-0.03396943212,3.779118299,108.1501694,3.779118299,0.002299964661,
3.779299498,-0.03411567211,3.779299498,108.1459732,3.779299498,0.002491122112,
3.779480457,-0.03403635696,3.779480457,108.146965,3.779480457,0.002412532223,
3.779661417,-0.03416132927,3.779661417,108.1292725,3.779661417,0.002449587919,
3.779842377,-0.03405603394,3.779842377,108.1253967,3.779842377,0.002519692294,
3.780023575,-0.03409317508,3.780023575,108.1431427,3.780023575,0.002442899626,
3.780204535,-0.03400227427,3.780204535,108.1139069,3.780204535,0.002488002414,
3.780385494,-0.03407661617,3.780385494,108.1604156,3.780385494,0.002362141153,
3.780566454,-0.03403295949,3.780566454,108.1509323,3.780566454,0.00234787073,
3.780747652,-0.03410949558,3.780747652,108.1618195,3.780747652,0.002471753629,
3.780928373,-0.03409446776,3.780928373,108.1451263,3.780928373,0.002421010518,
3.781109571,-0.0341440998,3.781109571,108.1433182,3.781109571,0.002382147592,
3.781290531,-0.03401486576,3.781290531,108.1513672,3.781290531,0.002517723013,
3.781471729,-0.03404411301,3.781471729,108.1559677,3.781471729,0.002281161258,
3.781652451,-0.0341716148,3.781652451,108.1323013,3.781652451,0.002479933202,
3.781833649,-0.03399499878,3.781833649,108.1461639,3.781833649,0.002340380102,
3.782014608,-0.03420176357,3.782014608,108.153656,3.782014608,0.002295003273,
3.782195568,-0.0341379717,3.782195568,108.1585617,3.782195568,0.002466913778,
3.782376528,-0.03404952213,3.782376528,108.1508179,3.782376528,0.002372046001,
3.782557726,-0.03410566971,3.782557726,108.1597824,3.782557726,0.00236064312,
3.782738686,-0.03406593949,3.782738686,108.139183,3.782738686,0.002428868087,
3.782919645,-0.03401141614,3.782919645,108.1503372,3.782919645,0.002383782063,
3.783100605,-0.03414606303,3.783100605,108.1487045,3.783100605,0.00240464299,
3.783281803,-0.03406981751,3.783281803,108.1417236,3.783281803,0.002400864614,
3.783463001,-0.03415386379,3.783463001,108.1552124,3.783463001,0.002458645497,
3.783643723,-0.03399537876,3.783643723,108.1552658,3.783643723,0.002324106172,
3.783824921,-0.03403281793,3.783824921,108.1700211,3.783824921,0.002544536488,
3.78400588,-0.03397158533,3.78400588,108.1534271,3.78400588,0.002303130459,
3.78418684,-0.0341020301,3.78418684,108.1573715,3.78418684,0.002559506334,
3.7843678,-0.03406603634,3.7843678,108.1209183,3.7843678,0.002322622575,
3.784548998,-0.03412318602,3.784548998,108.1385117,3.784548998,0.002394008916,
3.784729958,-0.03392519057,3.784729958,108.1497345,3.784729958,0.002467967337,
3.784910917,-0.03401878849,3.784910917,108.1463928,3.784910917,0.002354789758,
3.785091877,-0.03408685699,3.785091877,108.1524582,3.785091877,0.002317485167,
3.785273075,-0.03409982845,3.785273075,108.1516266,3.785273075,0.002511388622,
3.785453796,-0.03404918686,3.785453796,108.1488876,3.785453796,0.002497123787,
3.785634995,-0.0339866206,3.785634995,108.1497421,3.785634995,0.002446884755,
3.785815954,-0.03413108364,3.785815954,108.1532822,3.785815954,0.002440471668,
3.785997152,-0.03407857567,3.785997152,108.1516495,3.785997152,0.002499310998,
3.786177874,-0.0340471752,3.786177874,108.1343765,3.786177874,0.002487199614,
3.786359072,-0.03404985741,3.786359072,108.1410904,3.786359072,0.002392627997,
3.786540031,-0.0340118967,3.786540031,108.1595917,3.786540031,0.002330533694,
3.786720991,-0.03412194178,3.786720991,108.1453552,3.786720991,0.002343986649,
3.786901951,-0.03416788206,3.786901951,108.1419449,3.786901951,0.002382856328,
3.787083149,-0.03399150446,3.787083149,108.1391907,3.787083149,0.002338040853,
3.787264109,-0.03407134861,3.787264109,108.1560593,3.787264109,0.002494220855,
3.787445068,-0.03405699134,3.787445068,108.1868668,3.787445068,0.002420358127,
3.787626028,-0.03405569866,3.787626028,108.1528397,3.787626028,0.002333722543,
3.787807226,-0.0339952372,3.787807226,108.1543655,3.787807226,0.002371685114,
3.787988424,-0.0339714922,3.787988424,108.1408615,3.787988424,0.002294983715,
3.788169146,-0.03398771957,3.788169146,108.1536636,3.788169146,0.00230989675,
3.788350344,-0.0339701511,3.788350344,108.1378708,3.788350344,0.002161541721,
3.788531303,-0.03413318843,3.788531303,108.1470032,3.788531303,0.002335066209,
3.788712263,-0.03397675604,3.788712263,108.1445313,3.788712263,0.002465326106,
3.788893223,-0.03406895697,3.788893223,108.1457367,3.788893223,0.002280074637,
3.789074421,-0.03417367488,3.789074421,108.1740875,3.789074421,0.002321139211,
3.789255381,-0.03395473212,3.789255381,108.1640244,3.789255381,0.002357954159,
3.78943634,-0.0341029875,3.78943634,108.1492462,3.78943634,0.002297915053,
3.7896173,-0.03414845467,3.7896173,108.1585541,3.7896173,0.002303961199,
3.789798498,-0.03402587399,3.789798498,108.1451645,3.789798498,0.002398641314,
3.789979219,-0.03404971212,3.789979219,108.1535721,3.789979219,0.002361307386,
3.790160418,-0.03408178315,3.790160418,108.1495972,3.790160418,0.002398893936,
3.790341377,-0.0341264382,3.790341377,108.1422577,3.790341377,0.002517752582,
3.790522575,-0.03406704217,3.790522575,108.1381531,3.790522575,0.002338671358,
3.790703297,-0.03400284797,3.790703297,108.1612244,3.790703297,0.002326292219,
3.790884495,-0.03389852121,3.790884495,108.1548691,3.790884495,0.002486789366,
3.791065454,-0.03399202973,3.791065454,108.1544495,3.791065454,0.002527232282,
3.791246414,-0.03405636922,3.791246414,108.1604919,3.791246414,0.002321954351,
3.791427374,-0.03409566358,3.791427374,108.1622467,3.791427374,0.002364825923,
3.791608572,-0.03419688344,3.791608572,108.1553192,3.791608572,0.002322937595,
3.791789532,-0.03407915309,3.791789532,108.1609726,3.791789532,0.00237312587,
3.791970491,-0.03394376859,3.791970491,108.1621017,3.791970491,0.002329485724,
3.792151451,-0.03407082334,3.792151451,108.1423874,3.792151451,0.00231353729,
